ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0009123	nucleoside monophosphate metabolic process	19	6	PBANKA_0313800,PBANKA_0513600,PBANKA_1003800,PBANKA_1303300,PBANKA_1409800,PBANKA_1421800,	31.6	2.73	3.58	0.0166449913303	0.168502035522	1.0
GO:1901657	glycosyl compound metabolic process	48	11	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1239700,PBANKA_1303300,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	22.9	1.98	2.32	0.018127145854	0.173861380444	1.0
GO:0009141	nucleoside triphosphate metabolic process	36	9	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1409800,PBANKA_1421800,	25.0	2.16	2.6	0.0181516317347	0.173861380444	1.0
GO:0009259	ribonucleotide metabolic process	42	10	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	23.8	2.06	2.44	0.0183507275705	0.173861380444	1.0
GO:0046128	purine ribonucleoside metabolic process	42	10	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	23.8	2.06	2.44	0.0183507275705	0.173861380444	1.0
GO:0042278	purine nucleoside metabolic process	42	10	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	23.8	2.06	2.44	0.0183507275705	0.173861380444	1.0
GO:0006396	RNA processing	157	27	PBANKA_0110200,PBANKA_0204400,PBANKA_0315200,PBANKA_0409100,PBANKA_0502700,PBANKA_0712800,PBANKA_0921500,PBANKA_1025200,PBANKA_1035300,PBANKA_1114600,PBANKA_1134000,PBANKA_1143000,PBANKA_1201600,PBANKA_1202200,PBANKA_1220100,PBANKA_1226900,PBANKA_1237500,PBANKA_1239700,PBANKA_1316400,PBANKA_1332000,PBANKA_1354000,PBANKA_1403200,PBANKA_1405400,PBANKA_1405600,PBANKA_1414200,PBANKA_1457300,PBANKA_1459700,	17.2	1.49	1.64	0.0196224482878	0.183356674765	1.0
GO:0034654	nucleobase-containing compound biosynthetic process	101	19	PBANKA_0313800,PBANKA_0511500,PBANKA_0513600,PBANKA_0520500,PBANKA_0520600,PBANKA_0614100,PBANKA_0821700,PBANKA_0913800,PBANKA_1027500,PBANKA_1036600,PBANKA_1142400,PBANKA_1214200,PBANKA_1307600,PBANKA_1343000,PBANKA_1362900,PBANKA_1402600,PBANKA_1409800,PBANKA_1421100,PBANKA_1421800,	18.8	1.63	1.82	0.0198491664157	0.183356674765	1.0
GO:0008380	RNA splicing	68	14	PBANKA_0110200,PBANKA_0315200,PBANKA_0502700,PBANKA_0712800,PBANKA_0921500,PBANKA_1114600,PBANKA_1143000,PBANKA_1202200,PBANKA_1226900,PBANKA_1237500,PBANKA_1316400,PBANKA_1332000,PBANKA_1405400,PBANKA_1459700,	20.6	1.78	2.03	0.020749892699	0.187831810169	1.0
GO:0006099	tricarboxylic acid cycle	10	4	PBANKA_0518200,PBANKA_1116300,PBANKA_1355200,PBANKA_1358600,	40.0	3.46	5.15	0.0208419599917	0.187831810169	1.0
GO:0072522	purine-containing compound biosynthetic process	20	6	PBANKA_0313800,PBANKA_0821700,PBANKA_1142400,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	30.0	2.6	3.32	0.021529816951	0.19169318948	1.0
GO:0070682	proteasome regulatory particle assembly	6	3	PBANKA_0917900,PBANKA_1206600,PBANKA_1404900,	50.0	4.33	7.72	0.0234105252932	0.205956883234	1.0
GO:0051186	cofactor metabolic process	32	8	PBANKA_0105900,PBANKA_1009800,PBANKA_1120200,PBANKA_1307600,PBANKA_1318400,PBANKA_1340000,PBANKA_1357500,PBANKA_1450200,	25.0	2.16	2.59	0.0253759140345	0.220621182018	1.0
GO:1901659	glycosyl compound biosynthetic process	21	6	PBANKA_0313800,PBANKA_1142400,PBANKA_1239700,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	28.6	2.47	3.1	0.0272989644513	0.23452708857	1.0
GO:0045333	cellular respiration	16	5	PBANKA_0518200,PBANKA_1116300,PBANKA_1303300,PBANKA_1355200,PBANKA_1358600,	31.3	2.7	3.52	0.0296987926824	0.23452708857	1.0
GO:0009152	purine ribonucleotide biosynthetic process	16	5	PBANKA_0313800,PBANKA_1142400,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	31.3	2.7	3.52	0.0296987926824	0.23452708857	1.0
GO:0015980	energy derivation by oxidation of organic compounds	16	5	PBANKA_0518200,PBANKA_1116300,PBANKA_1303300,PBANKA_1355200,PBANKA_1358600,	31.3	2.7	3.52	0.0296987926824	0.23452708857	1.0
GO:0042451	purine nucleoside biosynthetic process	16	5	PBANKA_0313800,PBANKA_1142400,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	31.3	2.7	3.52	0.0296987926824	0.23452708857	1.0
GO:0046129	purine ribonucleoside biosynthetic process	16	5	PBANKA_0313800,PBANKA_1142400,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	31.3	2.7	3.52	0.0296987926824	0.23452708857	1.0
GO:0009060	aerobic respiration	11	4	PBANKA_0518200,PBANKA_1116300,PBANKA_1355200,PBANKA_1358600,	36.4	3.15	4.42	0.0298315917802	0.23452708857	1.0
GO:0009127	purine nucleoside monophosphate biosynthetic process	11	4	PBANKA_0313800,PBANKA_0513600,PBANKA_1409800,PBANKA_1421800,	36.4	3.15	4.42	0.0298315917802	0.23452708857	1.0
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	11	4	PBANKA_0313800,PBANKA_0513600,PBANKA_1409800,PBANKA_1421800,	36.4	3.15	4.42	0.0298315917802	0.23452708857	1.0
GO:0009119	ribonucleoside metabolic process	46	10	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	21.7	1.88	2.16	0.0335171798168	0.255522221929	1.0
GO:0071822	protein complex subunit organization	46	10	PBANKA_0102000,PBANKA_0204200,PBANKA_0834300,PBANKA_0917900,PBANKA_1206600,PBANKA_1206900,PBANKA_1356700,PBANKA_1404900,PBANKA_1434700,PBANKA_1439400,	21.7	1.88	2.16	0.0335171798168	0.255522221929	1.0
GO:0019752	carboxylic acid metabolic process	93	17	PBANKA_0518700,PBANKA_0520000,PBANKA_1004000,PBANKA_1014000,PBANKA_1121700,PBANKA_1122900,PBANKA_1143600,PBANKA_1228200,PBANKA_1325600,PBANKA_1340000,PBANKA_1357000,PBANKA_1357500,PBANKA_1358600,PBANKA_1362900,PBANKA_1429600,PBANKA_1434200,PBANKA_1450200,	18.3	1.58	1.75	0.0345550324674	0.255522221929	1.0
GO:0042176	regulation of protein catabolic process	3	2	PBANKA_1329700,PBANKA_1351800,	66.7	5.77	15.4	0.0368851821894	0.255522221929	1.0
GO:0009186	deoxyribonucleoside diphosphate metabolic process	3	2	PBANKA_1036600,PBANKA_1214200,	66.7	5.77	15.4	0.0368851821894	0.255522221929	1.0
GO:0006536	glutamate metabolic process	3	2	PBANKA_1014000,PBANKA_1228200,	66.7	5.77	15.4	0.0368851821894	0.255522221929	1.0
GO:0006367	transcription initiation from RNA polymerase II promoter	7	3	PBANKA_0511500,PBANKA_0520500,PBANKA_0614100,	42.9	3.71	5.79	0.0375118266107	0.255522221929	1.0
GO:0006754	ATP biosynthetic process	7	3	PBANKA_0313800,PBANKA_1409800,PBANKA_1421800,	42.9	3.71	5.79	0.0375118266107	0.255522221929	1.0
GO:1901615	organic hydroxy compound metabolic process	7	3	PBANKA_1004000,PBANKA_1120200,PBANKA_1415100,	42.9	3.71	5.79	0.0375118266107	0.255522221929	1.0
GO:0015985	energy coupled proton transport, down electrochemical gradient	7	3	PBANKA_0313800,PBANKA_1409800,PBANKA_1421800,	42.9	3.71	5.79	0.0375118266107	0.255522221929	1.0
GO:0015986	ATP synthesis coupled proton transport	7	3	PBANKA_0313800,PBANKA_1409800,PBANKA_1421800,	42.9	3.71	5.79	0.0375118266107	0.255522221929	1.0
GO:1901135	carbohydrate derivative metabolic process	87	16	PBANKA_0313800,PBANKA_0418200,PBANKA_0913900,PBANKA_1003800,PBANKA_1036600,PBANKA_1142400,PBANKA_1206900,PBANKA_1214200,PBANKA_1223300,PBANKA_1239700,PBANKA_1303300,PBANKA_1307600,PBANKA_1343000,PBANKA_1409800,PBANKA_1421800,PBANKA_1431900,	18.4	1.59	1.76	0.0377092897349	0.255522221929	1.0
GO:0006082	organic acid metabolic process	94	17	PBANKA_0518700,PBANKA_0520000,PBANKA_1004000,PBANKA_1014000,PBANKA_1121700,PBANKA_1122900,PBANKA_1143600,PBANKA_1228200,PBANKA_1325600,PBANKA_1340000,PBANKA_1357000,PBANKA_1357500,PBANKA_1358600,PBANKA_1362900,PBANKA_1429600,PBANKA_1434200,PBANKA_1450200,	18.1	1.57	1.73	0.0378897072165	0.255522221929	1.0
GO:0043436	oxoacid metabolic process	94	17	PBANKA_0518700,PBANKA_0520000,PBANKA_1004000,PBANKA_1014000,PBANKA_1121700,PBANKA_1122900,PBANKA_1143600,PBANKA_1228200,PBANKA_1325600,PBANKA_1340000,PBANKA_1357000,PBANKA_1357500,PBANKA_1358600,PBANKA_1362900,PBANKA_1429600,PBANKA_1434200,PBANKA_1450200,	18.1	1.57	1.73	0.0378897072165	0.255522221929	1.0
GO:0009260	ribonucleotide biosynthetic process	17	5	PBANKA_0313800,PBANKA_1142400,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	29.4	2.55	3.22	0.0382112259847	0.255522221929	1.0
GO:0051246	regulation of protein metabolic process	17	5	PBANKA_1212300,PBANKA_1329700,PBANKA_1351800,PBANKA_1403200,PBANKA_1438000,	29.4	2.55	3.22	0.0382112259847	0.255522221929	1.0
GO:0009116	nucleoside metabolic process	47	10	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	21.3	1.84	2.1	0.0383801984224	0.255522221929	1.0
GO:0006520	cellular amino acid metabolic process	67	13	PBANKA_0518700,PBANKA_1004000,PBANKA_1014000,PBANKA_1121700,PBANKA_1143600,PBANKA_1228200,PBANKA_1325600,PBANKA_1340000,PBANKA_1357000,PBANKA_1362900,PBANKA_1429600,PBANKA_1434200,PBANKA_1450200,	19.4	1.68	1.88	0.0395934961791	0.26124637211	1.0
GO:0009156	ribonucleoside monophosphate biosynthetic process	12	4	PBANKA_0313800,PBANKA_0513600,PBANKA_1409800,PBANKA_1421800,	33.3	2.88	3.86	0.0407761385733	0.266668729254	1.0
GO:0043933	macromolecular complex subunit organization	88	16	PBANKA_0102000,PBANKA_0110200,PBANKA_0204200,PBANKA_0315200,PBANKA_0502700,PBANKA_0702900,PBANKA_0834300,PBANKA_0917900,PBANKA_1114600,PBANKA_1206600,PBANKA_1206900,PBANKA_1316400,PBANKA_1356700,PBANKA_1404900,PBANKA_1434700,PBANKA_1439400,	18.2	1.57	1.74	0.0414145289417	0.267922982735	1.0
GO:0051188	cofactor biosynthetic process	23	6	PBANKA_0105900,PBANKA_1009800,PBANKA_1120200,PBANKA_1307600,PBANKA_1340000,PBANKA_1357500,	26.1	2.26	2.73	0.0416930216705	0.267922982735	1.0
GO:0044260	cellular macromolecule metabolic process	816	108	PBANKA_0107100,PBANKA_0110200,PBANKA_0111700,PBANKA_0204200,PBANKA_0204400,PBANKA_0205400,PBANKA_0214200,PBANKA_0214800,PBANKA_0315200,PBANKA_0405300,PBANKA_0409100,PBANKA_0416900,PBANKA_0502700,PBANKA_0511500,PBANKA_0518700,PBANKA_0518800,PBANKA_0520500,PBANKA_0601300,PBANKA_0613400,PBANKA_0614100,PBANKA_0616000,PBANKA_0616100,PBANKA_0702900,PBANKA_0712800,PBANKA_0803100,PBANKA_0816100,PBANKA_0904900,PBANKA_0906400,PBANKA_0913800,PBANKA_0917900,PBANKA_0921500,PBANKA_0930900,PBANKA_0931700,PBANKA_0932200,PBANKA_0938600,PBANKA_0940100,PBANKA_1004400,PBANKA_1012200,PBANKA_1025200,PBANKA_1025800,PBANKA_1027500,PBANKA_1031900,PBANKA_1035300,PBANKA_1108400,PBANKA_1111600,PBANKA_1114600,PBANKA_1121700,PBANKA_1126200,PBANKA_1133300,PBANKA_1134000,PBANKA_1140900,PBANKA_1143000,PBANKA_1143600,PBANKA_1145500,PBANKA_1201600,PBANKA_1202200,PBANKA_1206600,PBANKA_1207300,PBANKA_1209800,PBANKA_1218200,PBANKA_1220100,PBANKA_1226900,PBANKA_1231500,PBANKA_1233100,PBANKA_1233900,PBANKA_1234800,PBANKA_1237200,PBANKA_1237500,PBANKA_1237900,PBANKA_1239700,PBANKA_1242000,PBANKA_1301400,PBANKA_1306000,PBANKA_1307800,PBANKA_1315400,PBANKA_1316400,PBANKA_1318100,PBANKA_1320700,PBANKA_1325600,PBANKA_1332000,PBANKA_1334100,PBANKA_1354000,PBANKA_1362900,PBANKA_1402600,PBANKA_1403200,PBANKA_1404900,PBANKA_1405400,PBANKA_1405600,PBANKA_1414200,PBANKA_1415600,PBANKA_1419700,PBANKA_1420200,PBANKA_1421100,PBANKA_1423900,PBANKA_1429600,PBANKA_1434200,PBANKA_1437400,PBANKA_1439400,PBANKA_1443200,PBANKA_1444100,PBANKA_1445100,PBANKA_1445500,PBANKA_1453600,PBANKA_1454000,PBANKA_1455100,PBANKA_1457300,PBANKA_1459700,PBANKA_1460400,	13.2	1.15	1.25	0.0440198160682	0.280436586848	1.0
GO:0022607	cellular component assembly	82	15	PBANKA_0102000,PBANKA_0110200,PBANKA_0204200,PBANKA_0315200,PBANKA_0502700,PBANKA_0834300,PBANKA_0917900,PBANKA_1114600,PBANKA_1206600,PBANKA_1206900,PBANKA_1316400,PBANKA_1356700,PBANKA_1404900,PBANKA_1434700,PBANKA_1439400,	18.3	1.58	1.75	0.0452558398231	0.285312928036	1.0
GO:0006511	ubiquitin-dependent protein catabolic process	42	9	PBANKA_0107100,PBANKA_0205400,PBANKA_0917900,PBANKA_0930900,PBANKA_1206600,PBANKA_1231500,PBANKA_1242000,PBANKA_1301400,PBANKA_1404900,	21.4	1.85	2.12	0.0463295688286	0.285312928036	1.0
GO:0043632	modification-dependent macromolecule catabolic process	42	9	PBANKA_0107100,PBANKA_0205400,PBANKA_0917900,PBANKA_0930900,PBANKA_1206600,PBANKA_1231500,PBANKA_1242000,PBANKA_1301400,PBANKA_1404900,	21.4	1.85	2.12	0.0463295688286	0.285312928036	1.0
GO:0019941	modification-dependent protein catabolic process	42	9	PBANKA_0107100,PBANKA_0205400,PBANKA_0917900,PBANKA_0930900,PBANKA_1206600,PBANKA_1231500,PBANKA_1242000,PBANKA_1301400,PBANKA_1404900,	21.4	1.85	2.12	0.0463295688286	0.285312928036	1.0
GO:0090304	nucleic acid metabolic process	370	53	PBANKA_0110200,PBANKA_0204400,PBANKA_0214200,PBANKA_0315200,PBANKA_0409100,PBANKA_0502700,PBANKA_0511500,PBANKA_0518700,PBANKA_0518800,PBANKA_0520500,PBANKA_0614100,PBANKA_0712800,PBANKA_0803100,PBANKA_0913800,PBANKA_0921500,PBANKA_1025200,PBANKA_1027500,PBANKA_1035300,PBANKA_1108400,PBANKA_1114600,PBANKA_1121700,PBANKA_1134000,PBANKA_1143000,PBANKA_1143600,PBANKA_1145500,PBANKA_1201600,PBANKA_1202200,PBANKA_1220100,PBANKA_1226900,PBANKA_1237500,PBANKA_1239700,PBANKA_1306000,PBANKA_1316400,PBANKA_1325600,PBANKA_1332000,PBANKA_1354000,PBANKA_1362900,PBANKA_1402600,PBANKA_1403200,PBANKA_1405400,PBANKA_1405600,PBANKA_1414200,PBANKA_1415600,PBANKA_1421100,PBANKA_1429600,PBANKA_1434200,PBANKA_1439400,PBANKA_1443200,PBANKA_1445500,PBANKA_1454000,PBANKA_1455100,PBANKA_1457300,PBANKA_1459700,	14.3	1.24	1.33	0.0471028912659	0.287677988806	1.0
GO:0042221	response to chemical	18	5	PBANKA_0519800,PBANKA_1109400,PBANKA_1116300,PBANKA_1356700,PBANKA_1429600,	27.8	2.4	2.97	0.0480687416933	0.288803252938	1.0
GO:1901605	alpha-amino acid metabolic process	18	5	PBANKA_1014000,PBANKA_1228200,PBANKA_1340000,PBANKA_1357000,PBANKA_1450200,	27.8	2.4	2.97	0.0480687416933	0.288803252938	1.0
